archive_page,archive_period,download_policy,file_kind,file_name,file_url,id,licence_gate,notes,source_id,source_version_id,status,structured_api_equivalence,structured_format
https://www.pbs.gov.au/info/publication/schedule/2025,2025-06-01,download_for_local_review,zip,2025-06-01-v2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2025/06/2025-06-01-v2-down-converted.zip?variant=3,au_pbs_structured_075af8a07d28a8c8,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2025_06_01_075af8a07d28,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2018,2018-03-01,download_for_local_review,zip,2018-03-01-V2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2018/03/2018-03-01-V2-down-converted.zip?variant=3,au_pbs_structured_079045b997b5de8b,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2018_03_01_079045b997b5,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2024,2024-07-01,download_for_local_review,zip,2024-07-01-v3extracts.zip,https://www.pbs.gov.au/publication/schedule/2024/07/2024-07-01-v3extracts.zip?variant=3,au_pbs_structured_07d627f4f6d19af4,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2024_07_01_07d627f4f6d1,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2025,2025-04-01,download_for_local_review,zip,2025-04-01-v3soextracts.zip,https://www.pbs.gov.au/publication/schedule/2025/04/2025-04-01-v3soextracts.zip?variant=3,au_pbs_structured_0949326b4a696a25,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2025_04_01_0949326b4a69,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2022,2022-03-01,download_for_local_review,zip,2022-03-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2022/03/2022-03-01-xml-V3.zip?variant=3,au_pbs_structured_0960627a170ad66a,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2022_03_01_0960627a170a,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2022,2022-02-01,download_for_local_review,zip,2022-02-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2022/02/2022-02-01-xml-V3.zip?variant=3,au_pbs_structured_0a4cc213fe023197,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2022_02_01_0a4cc213fe02,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2018,2018-11-01,download_for_local_review,zip,2018-11-01-V2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2018/11/2018-11-01-V2-down-converted.zip?variant=3,au_pbs_structured_0ac69330c3728c65,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2018_11_01_0ac69330c372,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2010,2010-04-01,download_for_local_review,zip,2010-04-01-general-schedule-ascii.zip,https://www.pbs.gov.au/publication/schedule/2010/2010-04-01-general-schedule-ascii.zip?variant=3,au_pbs_structured_0adc89d9c6ecf1a4,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2010_04_01_0adc89d9c6ec,planned,False,text_zip
https://www.pbs.gov.au/info/publication/schedule/2023,2023-05-01,download_for_local_review,zip,2023-05-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2023/05/2023-05-01-xml-V3.zip?variant=3,au_pbs_structured_0b6d91952a087746,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2023_05_01_0b6d91952a08,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2007,2007-11-01,download_for_local_review,zip,2007-11-01-general-schedule-xml.zip,https://www.pbs.gov.au/publication/schedule/2007/2007-11-01-general-schedule-xml.zip?variant=3,au_pbs_structured_0b97a0f186c177b2,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2007_11_01_0b97a0f186c1,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2008,2008-11-01,download_for_local_review,zip,2008-11-01-general-schedule-xml.zip,https://www.pbs.gov.au/publication/schedule/2008/2008-11-01-general-schedule-xml.zip?variant=3,au_pbs_structured_0c2200b1ac1ea424,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2008_11_01_0c2200b1ac1e,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2026,2026-03-01,download_for_local_review,zip,2026-03-01-PBS-API-CSV-files.zip,https://www.pbs.gov.au/publication/schedule/2026/03/2026-03-01-PBS-API-CSV-files.zip?variant=3,au_pbs_structured_0c4047bf4290fb15,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2026_03_01_0c4047bf4290,planned,False,csv_zip
https://www.pbs.gov.au/info/publication/schedule/2024,2024-05-01,download_for_local_review,zip,2024-05-01-v3extracts.zip,https://www.pbs.gov.au/publication/schedule/2024/05/2024-05-01-v3extracts.zip?variant=3,au_pbs_structured_0c567c9fb357fbf4,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2024_05_01_0c567c9fb357,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2020,2020-07-01,download_for_local_review,zip,2020-07-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2020/07/2020-07-01-xml-V3.zip?variant=3,au_pbs_structured_0c9a68f890907076,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2020_07_01_0c9a68f89090,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2023,2023-12-01,download_for_local_review,zip,2023-12-01-v3extracts.zip,https://www.pbs.gov.au/publication/schedule/2023/12/2023-12-01-v3extracts.zip?variant=3,au_pbs_structured_0ccdc41f94445785,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2023_12_01_0ccdc41f9444,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2024,2024-03-01,download_for_local_review,zip,2024-03-01-v3soextracts.zip,https://www.pbs.gov.au/publication/schedule/2024/03/2024-03-01-v3soextracts.zip?variant=3,au_pbs_structured_0d35f1dbd7659232,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2024_03_01_0d35f1dbd765,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2018,2018-12-01,download_for_local_review,zip,2018-12-01-V2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2018/12/2018-12-01-V2-down-converted.zip?variant=3,au_pbs_structured_0d413e6a93717e8a,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2018_12_01_0d413e6a9371,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2021,2021-10-01,download_for_local_review,zip,2021-10-01-v3soextracts.zip,https://www.pbs.gov.au/publication/schedule/2021/10/2021-10-01-v3soextracts.zip?variant=3,au_pbs_structured_0e0a48377a249979,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2021_10_01_0e0a48377a24,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2012,2012-05-01,download_for_local_review,zip,2012-05-01-efc-extracts.zip,https://www.pbs.gov.au/publication/schedule/2012/05/2012-05-01-efc-extracts.zip?variant=3,au_pbs_structured_0ee7cff2fd3eff04,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2012_05_01_0ee7cff2fd3e,planned,False,structured_extract_zip
https://www.pbs.gov.au/info/publication/schedule/2025,2025-03-01,download_for_local_review,zip,2025-03-01-v3extracts.zip,https://www.pbs.gov.au/publication/schedule/2025/03/2025-03-01-v3extracts.zip?variant=3,au_pbs_structured_0f5cb9b31b527dff,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2025_03_01_0f5cb9b31b52,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2008,2008-10-01,download_for_local_review,zip,2008-10-01-general-schedule-xml.zip,https://www.pbs.gov.au/publication/schedule/2008/2008-10-01-general-schedule-xml.zip?variant=3,au_pbs_structured_0f8dadec3e786e27,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2008_10_01_0f8dadec3e78,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2020,2020-07-01,download_for_local_review,zip,2020-07-01-extracts-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2020/07/2020-07-01-extracts-down-converted.zip?variant=3,au_pbs_structured_0fe2bb3f934f9ba8,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2020_07_01_0fe2bb3f934f,planned,False,structured_extract_zip
https://www.pbs.gov.au/info/publication/schedule/2021,2021-08-01,download_for_local_review,zip,2021-08-01-v3extracts.zip,https://www.pbs.gov.au/publication/schedule/2021/08/2021-08-01-v3extracts.zip?variant=3,au_pbs_structured_0fe4547a0d0cab72,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2021_08_01_0fe4547a0d0c,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2011,2011-04-01,download_for_local_review,zip,2011-04-01-general-schedule-ascii.zip,https://www.pbs.gov.au/publication/schedule/2011/04/2011-04-01-general-schedule-ascii.zip?variant=3,au_pbs_structured_105960785e0f20b0,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2011_04_01_105960785e0f,planned,False,text_zip
https://www.pbs.gov.au/info/publication/schedule/2012,2012-03-01,download_for_local_review,zip,2012-03-01-efficient-funding-of-chemotherapy-extracts.zip,https://www.pbs.gov.au/publication/schedule/2012/03/2012-03-01-efficient-funding-of-chemotherapy-extracts.zip?variant=3,au_pbs_structured_111d49606269a855,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2012_03_01_111d49606269,planned,False,structured_extract_zip
https://www.pbs.gov.au/info/publication/schedule/2021,2021-12-01,download_for_local_review,zip,2021-12-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2021/12/2021-12-01-xml-V3.zip?variant=3,au_pbs_structured_1122c73e6246b478,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2021_12_01_1122c73e6246,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2024,2024-05-01,download_for_local_review,zip,2024-05-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2024/05/2024-05-01-xml-V3.zip?variant=3,au_pbs_structured_11321a926d1085ec,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2024_05_01_11321a926d10,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2026,2026-02-01,download_for_local_review,zip,2026-02-01-PBS-API-CSV-files.zip,https://www.pbs.gov.au/publication/schedule/2026/02/2026-02-01-PBS-API-CSV-files.zip?variant=3,au_pbs_structured_11c04f1bd7020162,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2026_02_01_11c04f1bd702,planned,False,csv_zip
https://www.pbs.gov.au/info/publication/schedule/2018,2018-03-01,download_for_local_review,zip,2018-03-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2018/03/2018-03-01-xml-V3.zip?variant=3,au_pbs_structured_12b39a569ef8c9ed,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2018_03_01_12b39a569ef8,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2022,2022-06-01,download_for_local_review,zip,2022-06-01-V2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2022/06/2022-06-01-V2-down-converted.zip?variant=3,au_pbs_structured_12f705f4722dd634,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2022_06_01_12f705f4722d,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2015,2015-09-01,download_for_local_review,zip,2015-09-01-xml.zip,https://www.pbs.gov.au/publication/schedule/2015/09/2015-09-01-xml.zip?variant=3,au_pbs_structured_13cdbc37e30ceac1,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2015_09_01_13cdbc37e30c,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2018,2018-11-01,download_for_local_review,zip,2018-11-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2018/11/2018-11-01-xml-V3.zip?variant=3,au_pbs_structured_1415136dafbfebf4,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2018_11_01_1415136dafbf,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2010,2010-05-01,download_for_local_review,zip,2010-05-01-general-schedule-ascii.zip,https://www.pbs.gov.au/publication/schedule/2010/2010-05-01-general-schedule-ascii.zip?variant=3,au_pbs_structured_1519712cf5ea6887,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2010_05_01_1519712cf5ea,planned,False,text_zip
https://www.pbs.gov.au/info/publication/schedule/2017,2017-10-01,download_for_local_review,zip,2017-10-01-xml-V2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2017/10/2017-10-01-xml-V2-down-converted.zip?variant=3,au_pbs_structured_16021bab52d06b3f,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2017_10_01_16021bab52d0,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2024,2024-09-01,download_for_local_review,zip,2024-09-01-v3extracts.zip,https://www.pbs.gov.au/publication/schedule/2024/09/2024-09-01-v3extracts.zip?variant=3,au_pbs_structured_16187cae1ba19ee9,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2024_09_01_16187cae1ba1,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2016,2016-12-01,download_for_local_review,zip,2016-12-01-extracts.zip,https://www.pbs.gov.au/publication/schedule/2016/12/2016-12-01-extracts.zip?variant=3,au_pbs_structured_166a559ee8dcf24d,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2016_12_01_166a559ee8dc,planned,False,structured_extract_zip
https://www.pbs.gov.au/info/publication/schedule/2024,2024-11-01,download_for_local_review,zip,2024-11-01-V2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2024/11/2024-11-01-V2-down-converted.zip?variant=3,au_pbs_structured_16e4ac47cbb15139,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2024_11_01_16e4ac47cbb1,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2026,2026-02-01,download_for_local_review,zip,2026-02-01-V2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2026/02/2026-02-01-V2-down-converted.zip?variant=3,au_pbs_structured_170d9c4be1dc8339,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2026_02_01_170d9c4be1dc,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2023,2023-03-01,download_for_local_review,zip,2023-03-01-v3soextracts.zip,https://www.pbs.gov.au/publication/schedule/2023/03/2023-03-01-v3soextracts.zip?variant=3,au_pbs_structured_175b4f9c12293847,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2023_03_01_175b4f9c1229,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2019,2019-03-01,download_for_local_review,zip,2019-03-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2019/03/2019-03-01-xml-V3.zip?variant=3,au_pbs_structured_17661e33bdac82eb,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2019_03_01_17661e33bdac,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2019,2019-11-01,download_for_local_review,zip,2019-11-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2019/11/2019-11-01-xml-V3.zip?variant=3,au_pbs_structured_17aa72d96c785bec,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2019_11_01_17aa72d96c78,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2018,2018-08-01,download_for_local_review,zip,2018-08-01-extracts-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2018/08/2018-08-01-extracts-down-converted.zip?variant=3,au_pbs_structured_1809e2692d12de88,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2018_08_01_1809e2692d12,planned,False,structured_extract_zip
https://www.pbs.gov.au/info/publication/schedule/2014,2014-10-01,download_for_local_review,zip,2014-10-01-xml.zip,https://www.pbs.gov.au/publication/schedule/2014/10/2014-10-01-xml.zip?variant=3,au_pbs_structured_18111fa1fd8693f6,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2014_10_01_18111fa1fd86,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2024,2024-07-01,download_for_local_review,zip,2024-07-01-v3soextracts.zip,https://www.pbs.gov.au/publication/schedule/2024/07/2024-07-01-v3soextracts.zip?variant=3,au_pbs_structured_1813d2efe4b70314,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2024_07_01_1813d2efe4b7,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2023,2023-01-01,download_for_local_review,zip,2023-01-01-v3extracts.zip,https://www.pbs.gov.au/publication/schedule/2023/01/2023-01-01-v3extracts.zip?variant=3,au_pbs_structured_1838d4ab7f976843,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2023_01_01_1838d4ab7f97,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2020,2020-03-01,download_for_local_review,zip,2020-03-01-V2-down-converted.zip,https://www.pbs.gov.au/publication/schedule/2020/03/2020-03-01-V2-down-converted.zip?variant=3,au_pbs_structured_189f2f23521bb3c9,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2020_03_01_189f2f23521b,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2010,2010-09-01,download_for_local_review,zip,2010-09-01-general-schedule-ascii.zip,https://www.pbs.gov.au/publication/schedule/2010/2010-09-01-general-schedule-ascii.zip?variant=3,au_pbs_structured_18acff54c628c718,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2010_09_01_18acff54c628,planned,False,text_zip
https://www.pbs.gov.au/info/publication/schedule/2023,2023-04-01,download_for_local_review,zip,2023-04-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2023/04/2023-04-01-xml-V3.zip?variant=3,au_pbs_structured_1980600a94324b1f,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2023_04_01_1980600a9432,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2023,2023-10-01,download_for_local_review,zip,2023-10-01-xml-V3.zip,https://www.pbs.gov.au/publication/schedule/2023/10/2023-10-01-xml-V3.zip?variant=3,au_pbs_structured_1aaf8b406b10549e,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2023_10_01_1aaf8b406b10,planned,False,xml_zip
https://www.pbs.gov.au/info/publication/schedule/2026,2026-02-01,download_for_local_review,zip,2026-02-01-v3extracts.zip,https://www.pbs.gov.au/publication/schedule/2026/02/2026-02-01-v3extracts.zip?variant=3,au_pbs_structured_1b0bc07bf390b7ec,public_reuse_review,Official machine-readable PBS publication package. Format and checksum evidence do not by themselves grant redistribution rights or establish cross-version field parity.,au_pbs,au_pbs_structured_2026_02_01_1b0bc07bf390,planned,False,xml_zip
