acquisition_mode,cache_policy,expected_format,licence_gate,notes,parser_name,source_id,url,version_id
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,XML,confirm Commonwealth redistribution terms before mirroring raw XML,Authoritative July 2026 current-release XML. Raw XML remains ignored; derived rows are limited to the approved field scope.,MbsXmlFixtureAdapter -> future live MBS XML adapter,au_mbs,https://www.mbsonline.gov.au/internet/mbsonline/publishing.nsf/650f3eec0dfb990d3ca25692100069854/d4bd04ca56657072ca258df70023b066/$FILE/MBS-XML-20260701.XML,au_mbs_20260701_xml
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,ZIP behind AMA licence gate,avoid redistributing proprietary CPT long descriptors; store derived numeric fields only,"CMS page lists 26CLABQ3 with 2,206 records; download passes through an AMA licence gate and is manual-only in this repo.",CmsClfsFixtureAdapter -> future live CMS CLFS CSV adapter,us_cms_clfs,https://www.cms.gov/medicare/payment/fee-schedules/clinical-laboratory-fee-schedule-clfs/files/26clabq3,us_cms_clfs_26clabq3_ama_zip
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,REST API JSON/CSV,confirm PBS API terms and do not represent published prices as net confidential prices,Public PBS API/CSV distribution; use API rate limits and schedule-code metadata.,PbsFixtureAdapter -> future live PBS API/CSV adapter,au_pbs,https://data.pbs.gov.au/document/91327.html,au_pbs_api_v3_current_month
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,ZIP/XLSX/CSV manual extract,confirm CMS public-file reuse and preserve publication metadata,July 2026 ASP payment-limit files are price evidence only; file presence does not decide coverage.,planned CMS ASP drug-pricing adapter,us_cms_asp,https://www.cms.gov/medicare/payment/part-b-drugs/asp-pricing-files,us_cms_asp_july_2026_payment_limit
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,nested ZIP/CSV,CPT licence gate required; retain only permitted derived fields in public dataset,"Revision 26C carrier pricing rows; derived public bundle excludes CPT descriptors and retains code, locality, modifier, status and payment fields only.",planned CMS PFS RVU/fee-schedule adapter,us_cms_pfs,https://www.cms.gov/medicare/payment/physician-fee-schedule/search,us_cms_pfs_2026_revision_c_carrier
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,OBO Graph JSON,licence and redistribution review required before mirroring raw data,Checksum-bound HPO ontology snapshot; candidate mappings are hypotheses and require blinded adjudication.,planned source-specific adapter,hpo,https://purl.obolibrary.org/obo/hp.json,hpo_current_20260723
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,openFDA JSON API,licence and redistribution review required before mirroring raw data,"First 1,000 current device classification records from a 7,084-record corpus; sufficient for the bounded candidate frame but not represented as a complete FDA archive.",planned source-specific adapter,us_fda_device_classification,https://api.fda.gov/device/classification.json?limit=1000,us_fda_device_classification_20260723_page1
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,paginated openFDA JSON API,licence and redistribution review required before mirroring raw data,"Complete current 7,084-record device classification corpus acquired deterministically across eight pages; raw aggregate remains ignored and derived generic classification fields retain openFDA provenance.",planned source-specific adapter,us_fda_device_classification,https://api.fda.gov/device/classification.json,us_fda_device_classification_20260723_complete
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,RRF in ZIP,licence and redistribution review required before mirroring raw data,Current Prescribable Content release explicitly marked no-license-required by NLM; published MD5 767678e3b5b1d6fe358b61c21659f3ef and archive SHA-256 verified before parsing.,planned source-specific adapter,rxnorm,https://download.nlm.nih.gov/rxnorm/RxNorm_full_prescribe_07062026.zip,rxnorm_cpc_20260706
manual_fixture_then_reviewed_live_fetch,versioned-public-cache-after-licence-review,ZIP/CSV/XLSX/TXT/PDF,CPT licence gate required; retain only permitted derived fields in public dataset,"Official RVU26C archive verified. Numeric CPT descriptors are used only in ignored local mapping enrichment; tracked outputs retain checksums, counts, parameters and restrictions but no CPT descriptors.",planned CMS PFS RVU/fee-schedule adapter,us_cms_pfs,https://www.cms.gov/files/zip/rvu26c-updated-06-30-2026.zip,us_cms_pfs_rvu26c
