decided_at,decision_id,from_layer,input_sha256,passed_gate_ids,reason_codes,required_gate_ids,scope_notes,status,subject_id,to_layer
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_ca_ciihi_cmg,bronze_b0,"[""32a25b661377f29b8c5e07640fe6cff36348d00e2843ae6d28aadf2e204ed826""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_ca_ciihi_cmg,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_ca_on_ohip,bronze_b0,"[""c8beceecc554d395f9d467d1ba93bd952868733a4bc474b20fc53e97b3ebffa8""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_ca_on_ohip,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_ca_qc_ramq,bronze_b0,"[""f25617acb400b39b1639cb421525bf19f318cde997ba07397faa35fa010d0bec""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_ca_qc_ramq,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_ch_specialities_list,bronze_b0,"[""2964cb4262e3b5bb87dc815bd1e21113fe2ccab0ffc5ef0aff0fb922673a3079""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_ch_specialities_list,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_ch_swissdrg,bronze_b0,"[""aef6d462145534877e3d5fcfa3350578df1be6db67214be1bcc2ed7088e77a46""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_ch_swissdrg,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_ch_tarmed_tardoc,bronze_b0,"[""ec30af55163319e515acdb7d33b00e6af95e6346e877be129cf55e830400fda1""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_ch_tarmed_tardoc,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_de_ebm,bronze_b0,"[""c2d11bdc0f853aa55726612181bdc642652e02133dd5dbf637aff8641329d54f""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_de_ebm,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_de_gdrg,bronze_b0,"[""ef69919ce2b174aebc647b8fba3e46de1b9ebbb5f160735a65a391590a35dfe2""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_de_gdrg,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_dk_drg,bronze_b0,"[""ca4146185f73e47dbacd64cd05a7e550cba85a3d0e7d2d3250e934356baea837""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_dk_drg,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_es_bifimed,bronze_b0,"[""2e16c2aa202bc3d6618c81cac8b070da740ac428609f091ec3ad6425484fb1d8""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_es_bifimed,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_fi_kela_reimbursements,bronze_b0,"[""f0e4fa04cacc04946104c6d52455d59d793728a3f5ff3874992e76b64fdd8766""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_fi_kela_reimbursements,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_fr_ccam,bronze_b0,"[""0d0a2b06ad4f847c87370cacae0d9856fa24f1a48e7aeadc0a842e81c8981292""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_fr_ccam,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_fr_haspub,bronze_b0,"[""caff0d5153197198879c8bf041c437c8492eae8507d272cbc190c8780f2a6c64""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_fr_haspub,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_fr_lpp,bronze_b0,"[""d54341c69827947bd9553f626ab6875c3d38cf6e40a73e2cf97e535f94fafae6""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_fr_lpp,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_hpo,bronze_b0,"[""12fe7504153a0c71c628e8c8f41c5501354074f5227e4ddab2bb4d21ffaa9a00""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_hpo,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_ie_hse_reimbursement,bronze_b0,"[""00c3445341aa0c8ac39479ad35cdc27974f12482117422c84a4778796ee52e82""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_ie_hse_reimbursement,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_in_abpmjay_hbp,bronze_b0,"[""06d21a8ab3d94b04a5dd7b370d3898e19c60d47ab7ae397fea1e61eb1c6699f8""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_in_abpmjay_hbp,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_is_hta_catalogue,bronze_b0,"[""22aa0ba5cae16938f1285ac993312863ca1061c6aff505abdff60482dd170c16""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_is_hta_catalogue,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_it_aifa_reimbursement,bronze_b0,"[""f330984732a31387fd9bdd25868513b40933985eb12dc6c57d8eafb078b52c71""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_it_aifa_reimbursement,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_jp_mhlw_fee,bronze_b0,"[""7c163a4aa0ee0dd1d2849a58a22861f1581474570e7ae05bf60752987cc286b1""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_jp_mhlw_fee,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_jp_nhi_drug_prices,bronze_b0,"[""932441f0b7814760cd7811bed27bc554862e08ba53b21c0ac4ffdafb88926638""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_jp_nhi_drug_prices,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_kr_hira,bronze_b0,"[""f1e23603154f5e45e8d38dde7a6c42dee8d23b710de1b607a67ae34019e2cef7""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_kr_hira,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_mx_imss_costs,bronze_b0,"[""d44dcffdb304c9c4c6aebf9257314909a8374f86dbc6948b9f58f633cef75575""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_mx_imss_costs,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_nl_nza_dbc,bronze_b0,"[""935144e6e54347bc87d16f5deebcb5707a4c3d8cfbb038609c5eaeaec48750e1""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_nl_nza_dbc,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_no_helfo_tariffs,bronze_b0,"[""be350196ed76fc3b0292a8fe966d84549acd27be966ce1c2cea95e2b841714c6""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_no_helfo_tariffs,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_nz_pharmac,bronze_b0,"[""00f388143e5d88dc4a8931195d0bdf19c678017724e4888aaa68b51ea3bd8022""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_nz_pharmac,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_oecd_health_stats,bronze_b0,"[""2e90374981d7ead12f1c461df22cd51d0e1bc7c620e31f8bb69a85a9c37e4a9b""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_oecd_health_stats,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_rxnorm,bronze_b0,"[""36bdfd052866982577433df590b5a637d0c3a72173915235716dab0de643b2ef""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_rxnorm,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_se_norddrg,bronze_b0,"[""524fbc7edae7d3bb912922efd13db6fc31af2fbc6923d3f51e7f83fc6951c032""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_se_norddrg,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_se_tlv,bronze_b0,"[""7f4f34a6bb8ae34a72d7975f3b5b941a2c73792713821565b7c89abc21c10902""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_se_tlv,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_sg_fee_benchmarks,bronze_b0,"[""00f9ae5933e5cf3c62a486beec4a03a6204eeb62f2a7b6ade12eaf368a8bf7b4""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_sg_fee_benchmarks,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_tw_nhi_services,bronze_b0,"[""ba35f9bf9f0b7c77346ab5717469c2b287c6daa01be8db97b5c2caf55495285d""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_tw_nhi_services,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_uk_genomic_test_directory,bronze_b0,"[""3c04d0a076098415ca6bd9aa81cca3aa4fb19833646dcf8e52ffc22eded9950b""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_uk_genomic_test_directory,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_uk_nhs_drug_tariff,bronze_b0,"[""5fb9165693ffa652bf6977586a52620bd10b431b241e064d31c3e7c4e76b7ab2""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_uk_nhs_drug_tariff,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_uk_nhs_payment_scheme,bronze_b0,"[""9394a688a104b210b21ab75d641d45184199db7afea18689209575d651060f4a""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_uk_nhs_payment_scheme,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_uk_nhs_reference_costs,bronze_b0,"[""913a6adc72670ae69db7381a351454b618b2b05d0dc282207c14f393f0bb50d8""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_uk_nhs_reference_costs,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_uk_nice_guidance,bronze_b0,"[""b64c6c4e5568f54137c54f8d880302912dc0dc7f4550b4e96ba6e897b7fdc1eb""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_uk_nice_guidance,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_asc,bronze_b0,"[""1ad0ad2709fcf24e60d4241fdc4ef04ceb7b1fbdd6d7724f8abd1022384f47e9""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_asc,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_asp,bronze_b0,"[""93c81aaec313eadafbf1dd9c820e0b7a293a0bef423fa6f3a9a45d2220209f48""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_us_cms_asp,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_clfs,bronze_b0,"[""0296748d7b938c80c2469bccf6431d45846606850c3f4add7dec1fd12dbdd434""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_us_cms_clfs,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_dmepos,bronze_b0,"[""e4bba631019052f469e58e9f3ba37b6c4fdb7c9a35d2bc701ddfeddcc6c7a49d""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_dmepos,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_hcpcs_level_ii,bronze_b0,"[""97d60f84efa97106bf64c4433da873f5baf959d7bff9be8ae52e4ae4013429ce""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_hcpcs_level_ii,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_home_health,bronze_b0,"[""45146dd61f323d5cb1be5f9bc06a14e77828cfc190d557428ea30d124071f7c9""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_home_health,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_hospice,bronze_b0,"[""62369b78ae9d7ef047b2dafc1bfe3134b4bea09b40a5e1265c7faec66880e594""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_hospice,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_ipps,bronze_b0,"[""57d1f5dcdbab24d4154b3dd63634167a1169331f7b633f832fcf4990a95d811e""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_ipps,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_mcd,bronze_b0,"[""fd8e2ee27e63c3df0637474aeaadfca5ab110251d5e308b806094c1095dbc72d""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_us_cms_mcd,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_opps,bronze_b0,"[""8f90fda6a9b32cc902434731befd44d05b8f6f5928c0e85d63ed2daaff4478b2""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_opps,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_partd_puf,bronze_b0,"[""6f706d9c784af239de7779956c3b61854696162e62318ac05c9657717ba403f4""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_partd_puf,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_pfs,bronze_b0,"[""4fe28e8aff36a4c4c743d62dbecc5acea998f32772f5c40d49ed9c8996d80300""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_us_cms_pfs,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_cms_snf,bronze_b0,"[""56c9deecf14d8d34b8b11ab995e90049a0084039e42999b248547805f50bbdbc""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_cms_snf,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_fda_device_classification,bronze_b0,"[""c375a96698e7c39ac7fcd1096bfac1fe37ce9df86a6dda2031df7cdba5849b1e""]","[""acquisition_event_recorded""]","[""acquired_checksum_bound""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,approved,catalog_us_fda_device_classification,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_us_medicaid_state_fees,bronze_b0,"[""d45ed9a3cfa76b53ae15692d5e63a93d7654ff41ce670f67068ab0464f9d0d99""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_us_medicaid_state_fees,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_who_gho,bronze_b0,"[""26255420726cfd37fc7d54272e6d8803eb3fbf4381018ad33f9931c4319bfbd0""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_who_gho,bronze_b1
1970-01-01T00:00:00Z,promotion:b0-b1:catalog_za_upfs,bronze_b0,"[""c2dc79e471c9c28178668a8ce623b1bf78129cb2f3155729a7072d78a01cab13""]",[],"[""acquisition_missing""]","[""acquisition_event_recorded""]",B0 presence alone does not establish acquisition or coverage.,blocked,catalog_za_upfs,bronze_b1
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_structured_2026_05_01_3a433351839d,bronze_b1,"[""a1c6f2993241f504132b3a3907bdad829928a0bb4436a434390a0fc57a76a602""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:a1c6f2993241f504132b3a3907bdad829928a0bb4436a434390a0fc57a76a602,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_mbs_historical_0181,bronze_b1,"[""2ba3a9d5eb5839a462d2df64709adda3ea85174f39f5967fa44b9aee8ce5e2b2""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:2ba3a9d5eb5839a462d2df64709adda3ea85174f39f5967fa44b9aee8ce5e2b2,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_structured_2023_07_01_2d628af2f0a4,bronze_b1,"[""3b077a5d07f2ef812e4e305a940fa87569bb0662777c2b16869b2544a9f79655""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:3b077a5d07f2ef812e4e305a940fa87569bb0662777c2b16869b2544a9f79655,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_archive_2008_02_01_16f53fd3af1b,bronze_b1,"[""3287eaa158597dca500fb5cc13dbad2e30031116eabf2181fd5dc3eb3b8d9c0e""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:3287eaa158597dca500fb5cc13dbad2e30031116eabf2181fd5dc3eb3b8d9c0e,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_archive_2021_06_01_34c0af89316f,bronze_b1,"[""47adb7c388823ff7c40a56f9b569c9d66c64a0627f83ba1475d0beefbef5dd29""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:47adb7c388823ff7c40a56f9b569c9d66c64a0627f83ba1475d0beefbef5dd29,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_archive_2021_09_01_ddfea1a0d303,bronze_b1,"[""515107b215f15beaa1bf3e5e3f5e9a42e7731e37f07690bf2406a285de57a13d""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:515107b215f15beaa1bf3e5e3f5e9a42e7731e37f07690bf2406a285de57a13d,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_mbs_historical_0257,bronze_b1,"[""b3f5f8a57e9f7233aaa7ae1bc4d8890444b5bd8f41a11a82154dec9283a9b54a""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:b3f5f8a57e9f7233aaa7ae1bc4d8890444b5bd8f41a11a82154dec9283a9b54a,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_archive_2011_04_01_9a4ff82ad7ea,bronze_b1,"[""4a7dac78ee12d400442fc2a8e35b00dedf06c84bb800ddbc61b061fece693671""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:4a7dac78ee12d400442fc2a8e35b00dedf06c84bb800ddbc61b061fece693671,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_structured_2024_04_01_21d02e030e51,bronze_b1,"[""2dbb9e2d30ea95a09d6096cdb968b944d2c7ebe89097670ed83021c5b53c0f4e""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:2dbb9e2d30ea95a09d6096cdb968b944d2c7ebe89097670ed83021c5b53c0f4e,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_archive_2020_04_01_f8a6668bc979,bronze_b1,"[""62ffbb170b24dbdf95b72ec603f53f9f4eaf312c308b3452840fbf3ea625152f""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:62ffbb170b24dbdf95b72ec603f53f9f4eaf312c308b3452840fbf3ea625152f,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_structured_2026_05_01_c930c5d2a98c,bronze_b1,"[""053797369ebc9128af4587e946d84659326d20750a63adf104e035e54360cc18""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:053797369ebc9128af4587e946d84659326d20750a63adf104e035e54360cc18,bronze_b2
1970-01-01T00:00:00Z,promotion:b1-b2:au_pbs_structured_2013_06_01_8397233a77dd,bronze_b1,"[""bbbaf8d3ee182769056ea8b94920762aa15b2cd695e98133ca455815f5e4968a""]","[""fixity_verified"", ""admission_passed""]","[""immutable_reference_recorded""]","[""fixity_verified"", ""admission_passed""]",Approval records identity only and does not authorize redistribution.,approved,sha256:bbbaf8d3ee182769056ea8b94920762aa15b2cd695e98133ca455815f5e4968a,bronze_b2
