candidate_score,case_id,duplicate_group,evidence_fields,family,left_code,left_source_id,proposed_difficulty,proposed_label_hypothesis,provenance_checksums,right_code,right_source_id,schema_version,source_versions,target_relation
0.0,map_00157ab875181e01ae8d,80bdc603d12e0c92,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,63560,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",JDN,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_00188ef8d7d50911d7ac,ffd075160380f258,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,02303,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0012075,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_001b10fe95621a1f052b,88bbcbc3893c1b87,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,01796,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0025390,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_001be6b8d83d686d2c72,b50fdb48b5100057,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,61512,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",LBM,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_001bfaa396994db76b20,6873e0c670060bde,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,4936T,au_pbs,hard,negative_candidate,"[""0c613d97430e441e8eefcca09332800ccac68f177d144e6fb4b11a1c94d83b3a"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",EIC,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_pbs_api_v3_current_month"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_001da3863966247cf322,8dd4051d53232b8c,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,06464,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",FTT,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_001def90a37d9b3aa0e8,1760d4ffb7d3ebc0,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,37216,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0032344,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_001e48fae018edf581f2,f820f6cfba6b70f6,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,04965,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0004299,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0020f1be36b65bff696c,7d2213698d9f81b7,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,75856,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0010665,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0025918c07c69d063084,9251ebae72046167,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,92434,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",CCY,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_0029689d74fde0e4d702,57516ec17aa69838,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,11105L,au_pbs,hard,negative_candidate,"[""0c613d97430e441e8eefcca09332800ccac68f177d144e6fb4b11a1c94d83b3a"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",ETW,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_pbs_api_v3_current_month"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_0029c14c093845b495ba,96b283d8243517e6,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,41731,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",JOJ,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_002c5e45e3f46ce89c0f,ae4fa672d59e7cc6,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,35401,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",DDB,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.4166666666666667,map_002cf4ee696d0041c8fe,8ddaf95b25517b7a,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",procedures_pathology,05542,au_mbs,ambiguous,positive_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""d1dc10fd298e1125641bfd774e7adfa6f6895e903a5074c7af3826c8643e7794""]",C9742,us_cms_hcpcs_level_ii,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_cms_hcpcs_level_ii_2026_07""]",clinically_comparable_service_or_test_class
0.0,map_002f97b93da7a6735788,e1e7d93ef6b4e6f5,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,37219,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0011964,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_00301df084dcf1ce6c52,33fb59a161c12ab2,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,63343,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:5210126,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0030ee6ce77278db07af,69b63c53f3cf5359,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,61359,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0034491,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_00365aa44e53692a15e9,d77d61e7e0db34ca,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,31280,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:6001272,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0038716570a36cc9a41e,baf203c0bf6eb5c0,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,63135,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",ITW,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_003d37581fa84f56eb7d,52a72490e22c8dd0,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,04269,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",QXN,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_003f2e16f27bffed6c43,5ac3e69cfd8c0cc4,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,37343,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0003319,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_003f37172843852e1b53,6eea55b11dd6473b,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,47426,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",GOK,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_0043f434e927dd2e1b43,153c092a4c6e6fbc,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,41725,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",FLH,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_0047d060b0f291cef0e7,76efb21958c77445,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,08732,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0007215,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_00485febd496c36f8339,dcfa7a00db397e30,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,12606L,au_pbs,hard,negative_candidate,"[""0c613d97430e441e8eefcca09332800ccac68f177d144e6fb4b11a1c94d83b3a"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",PIB,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_pbs_api_v3_current_month"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_004889d42c31e970de61,0f62c5cc120b73cc,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,44136,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0032499,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_004b8f138b9abb5b4e9d,bb213409b2aa5fbc,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,9343R,au_pbs,hard,negative_candidate,"[""0c613d97430e441e8eefcca09332800ccac68f177d144e6fb4b11a1c94d83b3a"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",MVK,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_pbs_api_v3_current_month"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_004d17fcd0af674bffc7,6c97dd7b005b0f35,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,9599F,au_pbs,hard,negative_candidate,"[""0c613d97430e441e8eefcca09332800ccac68f177d144e6fb4b11a1c94d83b3a"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",GRA,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_pbs_api_v3_current_month"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_0050256e94998148b57d,c661092b2fc52523,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,63515,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",PDJ,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_0053090c28ff15c808ab,7f631ecd1dd4aac1,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,01194,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0012064,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_005387db630239616652,df00ff7b837efc24,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,10541T,au_pbs,hard,negative_candidate,"[""0c613d97430e441e8eefcca09332800ccac68f177d144e6fb4b11a1c94d83b3a"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",FTT,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_pbs_api_v3_current_month"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_0054a83b66418380fa42,40fbf23e5d5320f8,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,73906,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0005291,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0055c6f69ae453ac4a7d,5b1eaca29570aa54,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,02656,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0005181,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0056829971e90edde4af,43dbcbc176aa2af1,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,02465,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0011304,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0057a127820dfedfe346,dfbc5f2caca8f8de,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,73523,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0012576,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_00581eab4428e88ef748,6284c5c9155a28b5,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,289,au_mbs,hard,negative_candidate,"[""f4b79bee4036a0cc551a7856408b343d4b6378c96f547936c4ecc713c9809058"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0011358,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_xml"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_005a5c08166d73d28511,895cacdd9f2872c9,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,17726,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0020086,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_005b2c8a9799fdeb0fe0,ea4c6d4d696e1682,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,10009T,au_pbs,hard,negative_candidate,"[""0c613d97430e441e8eefcca09332800ccac68f177d144e6fb4b11a1c94d83b3a"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",QSQ,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_pbs_api_v3_current_month"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_0062c0b6f55af2c04306,19a19283e4413182,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",devices_other,15408Y,au_pbs,hard,negative_candidate,"[""0c613d97430e441e8eefcca09332800ccac68f177d144e6fb4b11a1c94d83b3a"", ""463392fd741b7d6a9516b6c4cfe1dabd407a8f759b666d598ee9d4106568fa00""]",QNP,us_fda_device_classification,mapping-candidate-frame-v2,"[""au_pbs_api_v3_current_month"", ""us_fda_device_classification_20260723_page1""]",same_device_class_or_intended_use
0.0,map_00651f31fc109f3c5b9d,096e702700899f7f,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,92482,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0012031,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0066812df5dcaa76f894,df51485f268db71c,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,34148,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0032658,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
0.0,map_0069c1a7279ac9a7de03,400e036e4d1fda3f,"[""item_code"", ""item_label"", ""item_description"", ""domain""]",genomics_coverage,57705,au_mbs,hard,negative_candidate,"[""d9fcfd875dfb97ae4550f53f823b9001e6f885d2f0b84c47705d29de91b8567c"", ""62b5797ed86396877650fb69963685ce4c3218a15f87de1ce1d524819373c8df""]",HP:0031033,hpo,mapping-candidate-frame-v2,"[""au_mbs_20260701_txt_pair"", ""hpo_current_20260723""]",same_gene_phenotype_analyte_or_test_family_linkage
